번호,년도,대분류,중분류,소분류,광고주,제품
TELE310,1974,가정용품,생활잡화 및 기기,타올,송월타올(주),기업PR
TELE311,1974,"건설,건재 및 부동산",건재,건재 기타,유일미공사,기업PR
TELE312,1974,가정용품,가정용품 기타,가정용품 기업PR,평창금고공업사,기업PR
TELE313,1974,가정용 전기전자,가정용 전기전자 기타,가정용 전기전자 기업공고,금성중앙센타,기업PR
TELE314,1974,가정용 전기전자,가정용 전기전자 기타,가정용 전기전자 기업공고,제일전파사,기업PR
TELE315,1974,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,태림전화사,기업PR
TELE316,1974,가정용 전기전자,영상기기,카메라,제일카메라,기업PR
TELE317,1974,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,대지전화공사,기업PR
TELE318,1974,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,아주전화사,기업PR
TELE319,1974,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,새한전화사,기업PR
TELE320,1974,"건설,건재 및 부동산",건재,건재 기타,제일광고네온사,기업PR
TELE321,1974,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,제일전화사,기업PR
TELE322,1974,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,8.2사,기업PR
TELE323,1974,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,쌍광전화사,기업PR
TELE324,1974,제약 및 의료,의료 및 보건기관,개인병원,부산종합욋과병원,종합욋과병원
TELE325,1974,가정용 전기전자,가정용 전기전자 기타,가정용 전기전자 기업PR,금성사,기업PR
TELE326,1973,음료 및 기호식품,비알콜음료,콜라,한국펩시콜라(주),시콜라
TELE327,1973,가정용품,가정용품 기타,가정용품 기업PR,부일금고공업사,기업PR
TELE328,1973,음료 및 기호식품,알콜음료,소주,대선주조(주),기업PR
TELE329,1973,가정용품,악기류,피아노,한국피아노,케니히/케-규타인
TELE330,1973,"건설,건재 및 부동산",건재,건재 기타,예광사,기업PR
TELE331,1973,교육 및 복지후생,교육기관,어학학원,SDA영어센타,SDA영어센타
TELE332,1973,교육 및 복지후생,교육기관,초중고등학교,한얼재건중고등학교,한얼재건중고등학교
TELE333,1973,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",삼성상회,언슈로화인
TELE334,1973,서비스,개인서비스,개인서비스 기타,금성북부센타,기업PR
TELE335,1973,관공서 및 단체,관공서 및 단체 기타,관공서 및 단체 기업PR,부산체신청,기업PR
TELE336,1973,가정용품,악기류,피아노,신신피아노사,호루겔 피아노
TELE337,1973,패션,스포츠 전문복,스포츠 전문복 제품종합,부영사,기업PR
TELE338,1973,그룹 및 기업광고,그룹광고,그룹PR,한국전화번호부(주),전화번호부 광고
TELE339,1972,화학공업,고무 및 플라스틱,타이어,삼양타이어,삼양타이어
TELE340,1972,수송기기,수송기기 기타,수송기기 기업PR,태림자동차공업사,기업PR
TELE341,1972,그룹 및 기업광고,그룹광고,그룹PR,신혼예식장,기업PR
TELE342,1972,그룹 및 기업광고,그룹광고,그룹PR,영남예식장,기업PR
TELE343,1972,그룹 및 기업광고,그룹광고,그룹PR,월세계예식장,기업PR
TELE344,1972,서비스,음식 및 숙박,호텔,푸라자호텔,기업PR
TELE345,1972,그룹 및 기업광고,그룹광고,그룹PR,송월타올(주),기업PR
TELE346,1972,관공서 및 단체,관공서 및 단체 기타,관공서 및 단체 기업PR,부산체신청,기업PR
TELE347,1972,가정용품,난방기기,보일러,서원열공업사,S.W보일러
TELE348,1972,"금융,보험및 증권","금융,보험 및 증권기타","금융,보험 및 증권 기업PR",환영무진,기업PR
TELE349,1971,화학공업,고무 및 플라스틱,타이어,삼양타이어,삼양타이어
TELE350,1971,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,경동전화사,기업PR
TELE351,1971,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,배다리전화사,기업PR
TELE352,1971,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,한일전화사,기업PR
TELE353,1971,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,서울전화사,기업PR
TELE354,1971,교육 및 복지후생,교육기관,기술 및 자격학원,인천자동차운전교습소,운전교습소안내
TELE355,1971,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,금성전화사,기업PR
TELE356,1971,교육 및 복지후생,교육기관,기술 및 자격학원,중앙자동차기술학원,기업PR
TELE357,1971,그룹 및 기업광고,그룹광고,그룹PR,형제사,기업PR
TELE358,1971,그룹 및 기업광고,그룹광고,그룹PR,인천특수고무공업사,기업PR
TELE359,1971,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,동창형기공어밧,기업PR
TELE360,1971,서비스,개인서비스,개인서비스 기타,한국TV수리쎈타,기업PR
